Lookout			
Dag	P[mm/d]	T[C]	Q[mm/d]
19870215	25.7	3.85	7.251145082
19870216	15	3.05	7.290340461
19870217	15.7	3.65	7.564708112
19870218	2.8	2.5	7.094363567
19870219	0	2.8	6.192869854
19870220	0	2.75	5.487353035
19870221	0	3.9	4.860226974
19870222	12.2	2.25	4.429077807
19870223	2.3	1.65	4.115514776
19870224	0	0.55	3.723560988
19870225	0	-0.55	3.370802579
19870226	0	0	3.096434927
19870227	0	3.3	2.900458033
19870228	0	3.6	2.704481139
19870301	0	6.1	2.547699623
19870302	6.4	5.8	2.626090381
19870303	5.8	8.9	2.782871896
19870304	0	9.7	3.292411821
19870305	15.7	8.9	3.958733261
19870306	8.1	3.9	4.821031595
19870307	0	3.6	4.31149167
19870308	7.4	5.55	3.958733261
19870309	4.6	6.65	3.919537882
19870310	5.6	6.9	3.801951746
19870311	21.1	5.55	4.233100913
19870312	29	7.5	7.721489628
19870313	16	5.85	10.58275228
19870314	17.8	3.9	10.85711993
19870315	0	3.9	9.563672432
19870316	1.3	5	7.682294249
19870317	23.6	5.8	7.407926597
19870318	14.5	2.2	7.32953584
19870319	2.8	2.8	6.702409778
19870320	0	3.35	5.957697581
19870321	0	3.35	5.33057152
19870322	1	4.45	4.703445459
19870323	24.1	4.45	4.899422353
19870324	0	5.25	4.66425008
19870325	0	4.4	4.389882428
19870326	0	3.3	4.076319397
19870327	0	3.3	3.762756367
19870328	0	5.25	3.449193336
19870329	0	6.1	3.214021063
19870330	0	7.5	3.018044169
19870331	0	9.75	2.97884879
19870401	0	11.65	3.174825684
19870402	0	11.65	3.449193336
19870403	3.6	8.1	3.605974852
19870404	3.8	8.05	3.370802579
19870405	7.6	6.4	3.174825684
19870406	2.5	8.05	3.292411821
19870407	7.6	10.55	3.214021063
19870408	6.4	8.05	4.31149167
19870409	0	6.95	3.762756367
19870410	10.2	6.7	3.684365609
19870411	12.2	5	3.880342503
19870412	0	5.55	3.605974852
19870413	0	8.35	3.3316072
19870414	0	10.3	3.135630306
19870415	0	12.2	3.096434927
19870416	0	12.5	3.135630306
19870417	10.7	6.95	3.174825684
19870418	6.6	3.65	2.97884879
19870419	0	5.55	2.626090381
19870420	0	8.85	2.469308866
19870421	0	12.25	2.430113487
19870422	0	13.35	2.547699623
19870423	0	13.9	2.626090381
19870424	0	12.5	2.508504245
19870425	0	11.7	2.351722729
19870426	0	15.55	2.234136593
19870427	0	18.35	2.351722729
19870428	0	12.25	2.430113487
19870429	0	15.55	2.155745835
19870430	6.4	11.4	2.116550456
19870501	16	6.9	2.234136593
19870502	16.5	7.2	2.390918108
19870503	3.6	13.05	3.253216442
19870504	0	15.55	2.66528576
19870505	0	16.15	2.351722729
19870506	0	19.15	2.194941214
19870507	0	21.4	2.038159699
19870508	0	22.25	1.881378183
19870509	0	21.1	1.763792047
19870510	0	20	1.607010532
19870511	0	18.05	1.528619774
19870512	15.2	14.2	1.920573562
19870513	0	16.15	1.724596668
19870514	0	16.1	1.567815153
19870515	0	14.45	1.450229016
19870516	0	13.35	1.371838259
19870517	0	10.3	1.293447501
19870518	0	10.85	1.254252122
19870519	0	8.9	1.215056743
19870520	0	10.3	1.175861365
19870521	0	12.2	1.097470607
19870522	0	13.9	1.097470607
19870523	0	13.05	1.058275228
19870524	6.4	10.55	1.058275228
19870525	3.3	9.45	1.215056743
19870526	0	9.15	1.097470607
19870527	0	9.7	1.058275228
19870528	0	12.5	1.019079849
19870529	0	15.3	0.979884471
19870530	20.8	10	1.097470607
19870531	18.3	7.5	1.881378183
19870601	0	11.9	1.724596668
19870602	0	14.75	1.411033638
19870603	0	18.35	1.254252122
19870604	0	21.65	1.136665986
19870605	0	14.15	1.097470607
19870606	0	17.8	1.058275228
19870607	0	17.5	1.019079849
19870608	0.5	18.6	0.979884471
19870609	0	15.55	0.940689092
19870610	0	15.85	0.901493713
19870611	0	17.5	0.862298334
19870612	0	19.25	0.862298334
19870613	0	20.25	0.823102955
19870614	0	20.55	0.823102955
19870615	0	11.1	0.823102955
19870616	0	12.5	0.823102955
19870617	0	13.3	0.783907576
19870618	0	15.85	0.744712198
19870619	0	18.05	0.744712198
19870620	5.6	14.7	0.705516819
19870621	6.4	11.4	0.823102955
19870622	0	15	0.744712198
19870623	0	17.5	0.705516819
19870624	0	19.15	0.66632144
19870625	0	23.35	0.66632144
19870626	0	23.5	0.627126061
19870627	0	21.95	0.627126061
19870628	0	20.85	0.627126061
19870629	0	22.45	0.587930682
19870630	0	20.3	0.587930682
19870701	0	22.8	0.587930682
19870702	0	21.1	0.587930682
19870703	0	19.75	0.587930682
19870704	0.8	15.25	0.587930682
19870705	0	15.6	0.587930682
19870706	0	17.8	0.548735303
19870707	0	17.25	0.548735303
19870708	0	17.5	0.548735303
19870709	0	14.7	0.548735303
19870710	1.3	18.6	0.548735303
19870711	0	20	0.548735303
19870712	0	22.75	0.509539925
19870713	0	24.45	0.509539925
19870714	0	24.45	0.509539925
19870715	0	20.55	0.509539925
19870716	0	13.6	0.470344546
19870717	13	11.15	0.509539925
19870718	34.8	11.1	1.724596668
19870719	6.1	14.45	1.293447501
19870720	2.5	12.75	0.940689092
19870721	10.7	15.85	0.783907576
19870722	2.3	15.25	1.097470607
19870723	1	16.65	0.862298334
19870724	2	18.9	0.783907576
19870725	0	18.6	0.705516819
19870726	0	18.3	0.66632144
19870727	0	18.6	0.627126061
19870728	0	19.45	0.627126061
19870729	0	18.35	0.587930682
19870730	0	17.5	0.587930682
19870731	0	16.95	0.548735303
19870801	0	17.8	0.548735303
19870802	0	19.15	0.548735303
19870803	0	21.7	0.509539925
19870804	0	21.7	0.509539925
19870805	0	19.15	0.509539925
19870806	0	18.05	0.509539925
19870807	0	20.85	0.509539925
19870808	0	22.75	0.470344546
19870809	0	21.7	0.470344546
19870810	0	18.35	0.470344546
19870811	0	18.3	0.470344546
19870812	0	18.35	0.470344546
19870813	0.8	15.25	0.470344546
19870814	0	14.75	0.470344546
19870815	0	16.15	0.470344546
19870816	0	16.65	0.470344546
19870817	0	16.7	0.470344546
19870818	0	18.9	0.431149167
19870819	0	18.9	0.431149167
19870820	0	17.5	0.431149167
19870821	0	16.65	0.431149167
19870822	0	16.7	0.431149167
19870823	0	19.15	0.431149167
19870824	0	19.15	0.431149167
19870825	0	18.3	0.391953788
19870826	0	20	0.352758409
19870827	0	19.45	0.352758409
19870828	0	19.2	0.352758409
19870829	0	18.6	0.313563031
19870830	0	20.25	0.313563031
19870831	0	22.5	0.313563031
19870901	0	20.3	0.313563031
19870902	0	17.5	0.313563031
19870903	0	15.85	0.274367652
19870904	0	16.1	0.274367652
19870905	0	17.5	0.274367652
19870906	0	18.9	0.274367652
19870907	0	18.35	0.274367652
19870908	0	18.1	0.274367652
19870909	0	17.2	0.274367652
19870910	0	15.85	0.274367652
19870911	0	14.7	0.274367652
19870912	0	14.75	0.274367652
19870913	0	15	0.274367652
19870914	3.3	13.05	0.274367652
19870915	7.1	8.35	0.352758409
19870916	0	7.75	0.313563031
19870917	0	9.75	0.274367652
19870918	0	10.8	0.274367652
19870919	0	12.2	0.274367652
19870920	0	13.9	0.274367652
19870921	0	16.1	0.274367652
19870922	0	17.2	0.235172273
19870923	0	16.1	0.235172273
19870924	0	13.05	0.235172273
19870925	2.8	12.8	0.235172273
19870926	1.5	8.9	0.274367652
19870927	0	8.6	0.274367652
19870928	0	12.2	0.274367652
19870929	0	15.8	0.235172273
19870930	0	16.1	0.235172273
19871001	0	17.75	0.235172273
19871002	0	15.25	0.235172273
19871003	0	14.15	0.235172273
19871004	0	13.6	0.235172273
19871005	0	15.25	0.235172273
19871006	0	16.1	0.235172273
19871007	0	13.3	0.235172273
19871008	0	11.4	0.235172273
19871009	0	13.9	0.235172273
19871010	0	11.9	0.235172273
19871011	0	12.25	0.235172273
19871012	0	11.1	0.235172273
19871013	0	9.15	0.235172273
19871014	0	8.6	0.195976894
19871015	0	6.95	0.195976894
19871016	0	8.9	0.195976894
19871017	0	8.05	0.195976894
19871018	0	9.15	0.195976894
19871019	0	9.75	0.195976894
19871020	0	10.8	0.195976894
19871021	0	9.7	0.195976894
19871022	0	10	0.195976894
19871023	0	8.05	0.195976894
19871024	0	8.05	0.195976894
19871025	0	8.05	0.195976894
19871026	0	8.9	0.195976894
19871027	0	10	0.195976894
19871028	0	10	0.195976894
19871029	0	10.55	0.195976894
19871030	1.3	12.8	0.195976894
19871031	0	11.1	0.235172273
19871101	7.1	8.9	0.235172273
19871102	0.8	8.35	0.274367652
19871103	0	8.05	0.235172273
19871104	0	7.25	0.195976894
19871105	0	7.75	0.195976894
19871106	0	7.8	0.195976894
19871107	0	7.5	0.195976894
19871108	0.8	6.95	0.195976894
19871109	2.8	7.8	0.195976894
19871110	0	6.15	0.195976894
19871111	25.1	6.65	0.235172273
19871112	17.8	9.45	0.587930682
19871113	30.2	7.5	1.175861365
19871114	6.1	3.9	0.744712198
19871115	16.3	1.95	0.431149167
19871116	5.3	4.45	0.66632144
19871117	2.5	5.25	0.509539925
19871118	0	4.75	0.391953788
19871119	0	5.55	0.352758409
19871120	4.6	6.65	0.313563031
19871121	4.1	4.7	0.352758409
19871122	20.3	3.9	0.431149167
19871123	0	4.2	0.744712198
19871124	35.3	3.35	1.019079849
19871125	0	1.1	1.097470607
19871126	0	1.1	0.627126061
19871127	0	1.65	0.509539925
19871128	0	-0.25	0.431149167
19871129	0	-1.1	0.391953788
19871130	8.6	2.5	0.391953788
19871201	57.4	6.1	3.64517023
19871202	15.7	5.55	6.232065233
19871203	39.1	7.5	10.15160311
19871204	13.5	5.55	7.878271143
19871205	6.1	6.65	5.291376141
19871206	12.2	5	4.507468564
19871207	3.6	3.05	4.115514776
19871208	20.8	2.5	3.605974852
19871209	102.4	5.85	24.6146979
19871210	35.6	5	30.49400472
19871211	2.5	-1.15	15.24700236
19871212	0	0	9.485281675
19871213	0	-1.95	6.702409778
19871214	3.3	-0.3	5.173790004
19871215	3	0	4.233100913
19871216	2	0.55	3.527584094
19871217	0	-0.55	2.97884879
19871218	0	0	2.586895002
19871219	0	-0.8	2.31252735
19871220	19.8	-0.8	2.194941214
19871221	10.9	1.65	3.292411821
19871222	14.2	0.3	3.605974852
19871223	3	-1.65	3.057239548
19871224	0	-4.15	2.626090381
19871225	0	-3.9	2.390918108
19871226	0	-2.8	2.194941214
19871227	4.3	-2.8	2.077355078
19871228	4.6	-0.3	1.959768941
19871229	0.8	0	1.881378183
19871230	31.8	-1.1	1.842182805
19871231	8.4	-0.25	1.802987426
19880101	0	-2.25	1.724596668
19880102	0	-4.45	1.64620591
19880103	6.4	-1.95	1.607010532
19880104	3.3	-0.55	1.528619774
19880105	0	-0.25	1.450229016
19880106	0.8	0.55	1.450229016
19880107	1.8	0.55	1.450229016
19880108	27.9	0.55	2.194941214
19880109	75.4	1.15	12.54252122
19880110	58.9	1.1	36.72606996
19880111	25.7	0.55	22.69412434
19880112	6.9	0.8	13.44401494
19880113	31	1.1	10.62194766
19880114	49	3.05	21.04791843
19880115	13.2	1.1	19.91125244
19880116	11.7	0.25	13.67918721
19880117	0.5	-1.1	10.03401698
19880118	7.4	-0.3	7.760685007
19880119	0	-1.1	6.192869854
19880120	6.6	0.25	5.369766898
19880121	0	0.55	4.781836216
19880122	2.5	0.55	4.31149167
19880123	0	0.8	4.076319397
19880124	0	0.55	3.801951746
19880125	0	1.95	3.566779473
19880126	0	2.5	3.723560988
19880127	0	4.45	4.429077807
19880128	2	3.9	5.408962277
19880129	33.3	3.05	8.387811068
19880130	2.5	0.55	9.602867811
19880131	2.8	0.55	7.682294249
19880201	1	-1.7	6.31045599
19880202	0	-1.95	5.291376141
19880203	0	-2.2	4.585859322
19880204	0	-1.1	4.115514776
19880205	0	0.55	3.684365609
19880206	0	1.95	3.370802579
19880207	9.1	3.35	3.174825684
19880208	33	3.9	5.408962277
19880209	23.1	5.55	11.95459054
19880210	2.5	5.3	13.63999183
19880211	0	4.15	11.09229221
19880212	9.4	3.6	9.210914023
19880213	6.9	2.5	8.270224931
19880214	0.5	3.6	7.094363567
19880215	12.7	3.35	6.624019021
19880216	2.8	3.05	5.840111444
19880217	6.9	1.9	5.252180762
19880218	0.5	2.5	4.781836216
19880219	0	3.6	4.350687049
19880220	0	4.4	4.115514776
19880221	0	4.4	3.99792864
19880222	0	4.7	3.880342503
19880223	0	4.7	3.684365609
19880224	0	5.25	3.488388715
19880225	0	5.55	3.409997957
19880226	0	8.6	3.566779473
19880227	0	7.75	3.801951746
19880228	4.8	6.95	4.076319397
19880229	1	7.5	4.389882428
19880301	5.6	5.3	4.154710155
19880302	7.1	6.4	3.841147124
19880303	6.6	5.85	4.350687049
19880304	22.6	6.1	5.840111444
19880305	17	5.25	7.094363567
19880306	13	1.65	7.603903491
19880307	0	2.75	6.506432884
19880308	22.6	3.9	6.036088338
19880309	25.7	1.95	7.368731218
19880310	1.3	1.1	6.780800536
19880311	0	-0.3	5.761720687
19880312	0	0.55	5.056203868
19880313	0	3.05	4.468273186
19880314	0	4.45	4.115514776
19880315	0	3.3	3.801951746
19880316	0	4.15	3.527584094
19880317	0	5	3.253216442
19880318	0	6.1	3.096434927
19880319	0	6.95	3.057239548
19880320	1	8.3	3.057239548
19880321	12.2	5.8	3.449193336
19880322	19.3	6.95	3.449193336
19880323	38.6	4.75	6.545628263
19880324	34	3.6	6.506432884
19880325	11.2	6.7	10.77872918
19880326	20.1	5	13.56160107
19880327	10.2	2.5	13.20884266
19880328	2.8	3.9	9.955626221
19880329	17.8	3.9	8.387811068
19880330	0.5	3.9	7.32953584
19880331	0	5.55	6.428042127
19880401	0	7.5	6.114479096
19880402	29.5	8.05	8.035052658
19880403	25.1	4.75	15.09022085
19880404	11.2	3.9	13.09125653
19880405	0	7.8	10.46516615
19880406	9.9	6.15	9.720453948
19880407	2.8	4.45	8.662178719
19880408	0	5.25	7.251145082
19880409	0	7.5	6.388846748
19880410	0	10.8	5.918502202
19880411	0	12.5	5.840111444
19880412	0	12.5	5.879306823
19880413	0	10.8	5.683329929
19880414	13.2	8.6	5.487353035
19880415	0	11.4	4.860226974
19880416	0.3	10.8	4.546663943
19880417	0.5	7.8	4.154710155
19880418	0	10.3	3.801951746
19880419	14	8.9	3.762756367
19880420	24.1	6.65	4.272296291
19880421	20.1	4.75	6.545628263
19880422	0	6.95	6.545628263
19880423	0	6.95	5.565743793
19880424	4.8	6.1	4.860226974
19880425	0	8.6	4.350687049
19880426	6.1	11.65	4.037124019
19880427	6.4	12.5	4.154710155
19880428	15.5	10.3	4.781836216
19880429	33.8	4.45	7.32953584
19880430	19.6	3.35	7.486317355
19880501	4.3	4.45	6.937582051
19880502	16.8	4.7	6.859191294
19880503	13.5	5.8	7.407926597
19880504	2.8	7.8	7.133558945
19880505	0	10	6.545628263
19880506	12.2	7.75	6.075283717
19880507	3.6	11.7	6.192869854
19880508	6.4	9.45	6.153674475
19880509	0	11.95	5.99689296
19880510	0	14.75	6.192869854
19880511	0	18.6	6.741605157
19880512	9.7	17.2	6.506432884
19880513	16.8	10	6.545628263
19880514	3	13.35	6.584823642
19880515	1	16.7	5.722525308
19880516	13.5	10	5.604939171
19880517	1.3	10.25	5.095399247
19880518	0.8	12.2	4.585859322
19880519	0	11.35	4.115514776
19880520	0	15.25	3.801951746
19880521	0	19.5	3.566779473
19880522	0	17.35	3.3316072
19880523	0	11.3	3.057239548
19880524	0	13.05	2.822067275
19880525	0	13.65	2.586895002
19880526	0	12.2	2.469308866
19880527	4.3	13.9	2.390918108
19880528	30.2	8.35	3.057239548
19880529	11.2	6.1	3.214021063
19880530	0.5	7.5	3.057239548
19880531	31.2	9.75	3.3316072
19880601	33	10.8	10.03401698
19880602	15.5	11.95	8.505397204
19880603	5.8	10.55	8.348615689
19880604	2.5	10	7.447121976
19880605	0.8	9.2	6.31045599
19880606	5.8	9.75	5.448157656
19880607	5.3	9.45	5.056203868
19880608	0.5	9.75	4.507468564
19880609	13.5	9.75	4.154710155
19880610	0.8	11.1	4.076319397
19880611	0	12.8	3.64517023
19880612	0	13.85	3.3316072
19880613	0	17.5	3.057239548
19880614	0	20	2.782871896
19880615	0	20.25	2.586895002
19880616	0	19.45	2.430113487
19880617	0	19.45	2.31252735
19880618	0	18.35	2.234136593
19880619	0	19.15	2.116550456
19880620	0	20.25	1.99896432
19880621	0	20.3	1.881378183
19880622	0	20	1.802987426
19880623	0	18.9	1.724596668
19880624	0	20.3	1.64620591
19880625	0	18.05	1.607010532
19880626	0	15	1.528619774
19880627	0	16.1	1.489424395
19880628	6.4	13.05	1.450229016
19880629	2	12.75	1.489424395
19880630	0	15.6	1.371838259
19880701	0	18.05	1.293447501
19880702	1	18.05	1.293447501
19880703	0	16.95	1.293447501
19880704	0	16.35	1.215056743
19880705	1.3	10.55	1.175861365
19880706	0	14.15	1.136665986
19880707	0	18.65	1.136665986
19880708	0	20.55	1.097470607
19880709	0	20	1.058275228
19880710	0	18.6	1.019079849
19880711	0	15	0.979884471
19880712	0	15.85	0.940689092
19880713	1.3	16.1	0.940689092
19880714	0	16.4	0.940689092
19880715	0	16.65	0.901493713
19880716	0	17.75	0.862298334
19880717	0	19.15	0.862298334
19880718	0	21.65	0.823102955
19880719	0	26.4	0.783907576
19880720	0	24.45	0.783907576
19880721	0	23.35	0.744712198
19880722	0	21.4	0.744712198
19880723	0	20.3	0.744712198
19880724	0	22.5	0.744712198
19880725	0	25.3	0.705516819
19880726	0	25.8	0.705516819
19880727	0	24.15	0.66632144
19880728	0	23.05	0.66632144
19880729	0	23.35	0.66632144
19880730	0	23.3	0.66632144
19880731	0	22.2	0.627126061
19880801	0	18.85	0.627126061
19880802	0	19.45	0.627126061
19880803	0	21.4	0.587930682
19880804	0	22.2	0.587930682
19880805	0	19.2	0.587930682
19880806	0	18.9	0.548735303
19880807	0	17.25	0.548735303
19880808	0	19.75	0.548735303
19880809	0	21.1	0.509539925
19880810	0	19.45	0.509539925
19880811	0	19.15	0.509539925
19880812	0	19.2	0.509539925
19880813	0	15.55	0.509539925
19880814	0	18.05	0.509539925
19880815	0	16.95	0.509539925
19880816	0	18.65	0.509539925
19880817	0	16.1	0.470344546
19880818	0	14.45	0.470344546
19880819	0	17.25	0.470344546
19880820	0	17.2	0.470344546
19880821	0	18.35	0.431149167
19880822	0	20.8	0.431149167
19880823	0	22.2	0.431149167
19880824	0	21.95	0.391953788
19880825	0	19.45	0.391953788
19880826	0	18.9	0.391953788
19880827	0	20.6	0.391953788
19880828	0	20.85	0.391953788
19880829	0	19.75	0.391953788
19880830	0	18.65	0.391953788
19880831	0	17.5	0.391953788
19880901	0	20	0.391953788
19880902	0	22.8	0.352758409
19880903	0	21.7	0.352758409
19880904	0	20.8	0.352758409
19880905	0	21.4	0.352758409
19880906	0	18.1	0.352758409
19880907	0	18.05	0.352758409
19880908	0	15.85	0.352758409
19880909	0	15.3	0.352758409
19880910	0	11.1	0.352758409
19880911	0	12.75	0.352758409
19880912	0	17.5	0.313563031
19880913	0	15.85	0.313563031
19880914	0	15.3	0.313563031
19880915	0	12.75	0.313563031
19880916	0	11.65	0.313563031
19880917	0	8.85	0.352758409
19880918	0.5	8.65	0.352758409
19880919	27.7	9.75	0.627126061
19880920	0	9.7	0.470344546
19880921	0	8.6	0.391953788
19880922	0	9.45	0.391953788
19880923	0	9.7	0.352758409
19880924	0	10.85	0.352758409
19880925	7.9	10.85	0.391953788
19880926	20.6	12.8	0.509539925
19880927	11.2	9.45	1.019079849
19880928	0	8.6	0.509539925
19880929	0	11.4	0.431149167
19880930	0	12.25	0.391953788
19881001	0	14.2	0.391953788
19881002	0	13.3	0.391953788
19881003	0	11.95	0.352758409
19881004	3.8	12.2	0.352758409
19881005	0	12.8	0.391953788
19881006	0	11.95	0.391953788
19881007	0	13.65	0.352758409
19881008	0	12.75	0.352758409
19881009	0	13.3	0.352758409
19881010	0	13.35	0.352758409
19881011	0	11.4	0.352758409
19881012	0	10	0.352758409
19881013	0	11.1	0.352758409
19881014	2.5	11.95	0.352758409
19881015	5.1	12.5	0.391953788
19881016	0	12.8	0.391953788
19881017	0	12.5	0.352758409
19881018	0	11.7	0.352758409
19881019	2.3	11.65	0.352758409
19881020	0	9.7	0.352758409
19881021	0	10	0.352758409
19881022	0	9.45	0.352758409
19881023	0	8.35	0.352758409
19881024	0	9.7	0.352758409
19881025	0	10	0.352758409
19881026	0	8.05	0.313563031
19881027	0	6.15	0.313563031
19881028	0	5.85	0.313563031
19881029	0	7.25	0.313563031
19881030	0	8.05	0.313563031
19881031	0	8.6	0.313563031
19881101	27.2	6.95	0.391953788
19881102	59.2	10	2.704481139
19881103	47	8.9	4.468273186
19881104	32.5	8.35	6.036088338
19881105	22.1	8.65	3.723560988
19881106	15.5	5.25	5.722525308
19881107	4.1	5.3	3.488388715
19881108	21.6	5.55	3.723560988
19881109	16.5	4.7	3.566779473
19881110	21.6	5	6.036088338
19881111	11.4	5	5.879306823
19881112	25.9	5	8.191834174
19881113	8.6	3.35	6.741605157
19881114	0.8	4.45	5.017008489
19881115	27.4	3.65	5.212985383
19881116	32.8	3.1	7.564708112
19881117	15.7	1.7	7.799880385
19881118	0	2.25	6.153674475
19881119	19.3	1.1	5.448157656
19881120	15.5	4.45	8.466201825
19881121	68.6	4.45	19.67608017
19881122	62.7	6.35	40.76319397
19881123	21.3	2.2	27.55435131
19881124	26.7	0.3	15.20780698
19881125	23.9	1.15	11.13148759
19881126	5.1	1.7	9.485281675
19881127	49.5	1.7	12.0329813
19881128	10.9	3.3	19.59768941
19881129	0	1.4	12.69930274
19881130	0	1.35	9.446086296
19881201	0	1.95	7.839075764
19881202	0	2.5	6.937582051
19881203	0	2.5	6.428042127
19881204	0	1.65	5.99689296
19881205	6.1	3.3	5.487353035
19881206	9.7	6.65	6.937582051
19881207	0.5	3.9	7.094363567
19881208	0	3.3	6.232065233
19881209	0	5.25	5.879306823
19881210	0	5.35	5.565743793
19881211	0	4.6	5.056203868
19881212	0	2.75	4.585859322
19881213	0.5	5.85	4.468273186
19881214	1	2.75	3.919537882
19881215	0	3.5	3.409997957
19881216	0	0.7	3.018044169
19881217	0	3.3	2.704481139
19881218	4.8	2.05	2.508504245
19881219	9.9	-1.15	2.508504245
19881220	24.9	2.6	2.469308866
19881221	39.9	1.25	2.704481139
19881222	38.9	0	2.97884879
19881223	19.6	0.3	2.861262654
19881224	19.1	0.3	2.66528576
19881225	1.3	-0.55	2.31252735
19881226	0	-1.7	2.077355078
19881227	0.8	-1.4	1.959768941
19881228	0.8	-0.55	1.842182805
19881229	37.8	-0.25	2.234136593
19881230	19.1	0	6.349651369
19881231	1.3	0	5.565743793
19890101	3	2.1	4.350687049
19890102	17.8	2.35	4.66425008
19890103	2.5	2.15	5.957697581
19890104	1.8	2.9	6.624019021
19890105	6.9	1.85	6.31045599
19890106	8.6	0.55	5.369766898
19890107	6.9	0.05	4.585859322
19890108	52.6	0.55	4.507468564
19890109	105.7	1.4	24.10515797
19890110	19.3	2.15	32.96331359
19890111	1.8	2.15	14.89424395
19890112	0	-0.15	10.15160311
19890113	23.9	0.3	8.113443416
19890114	22.6	1.55	6.584823642
19890115	43.2	0.55	6.31045599
19890116	3	2.65	8.427006446
19890117	3	1.65	9.289304781
19890118	0	2.7	9.014937129
19890119	0	-0.15	8.191834174
19890120	0	0.25	7.956661901
19890121	23.6	-0.25	8.191834174
19890122	4.3	-1.65	7.682294249
19890123	0	-3.6	6.545628263
19890124	0	-1.95	5.604939171
19890125	0	0.25	4.821031595
19890126	0	0.25	4.389882428
19890127	0	1.4	4.154710155
19890128	0	0.55	3.958733261
19890129	0	1.9	3.801951746
19890130	3.6	2.2	4.507468564
19890131	7.4	1.65	7.525512734
19890201	9.4	-2.75	7.64309887
19890202	4.1	-8.9	6.388846748
19890203	0.3	-15	5.252180762
19890204	1.3	-14.7	4.97781311
19890205	0	-9.7	4.625054701
19890206	0	-8.35	3.99792864
19890207	0	-7.5	3.370802579
19890208	0	-6.95	3.018044169
19890209	0	-5	2.547699623
19890210	0	-0.85	2.234136593
19890211	0	-0.3	2.430113487
19890212	1.3	0	2.31252735
19890213	0	-0.55	2.194941214
19890214	0	0	2.077355078
19890215	0	-1.35	1.959768941
19890216	53.3	-1.1	2.626090381
19890217	15.5	0.55	4.899422353
